type,sample,dg,time,est,lower,upper,sukup,x,age_group,agegr,0,1,total,pros,pr_years,agegr_years,year
ci,all,f04_f09,76,3.249,3.209,3.289,1,76,,,,,,,,,
ci,all,f04_f09,77,3.477,3.435,3.518,1,77,,,,,,,,,
ci,all,f04_f09,78,3.726,3.683,3.77,1,78,,,,,,,,,
ci,all,f04_f09,79,3.986,3.941,4.032,1,79,,,,,,,,,
ci,all,f04_f09,80,4.263,4.215,4.311,1,80,,,,,,,,,
ci,all,f04_f09,81,4.532,4.483,4.582,1,81,,,,,,,,,
ci,all,f04_f09,82,4.789,4.738,4.841,1,82,,,,,,,,,
ci,all,f04_f09,83,5.056,5.003,5.11,1,83,,,,,,,,,
ci,all,f04_f09,84,5.33,5.275,5.386,1,84,,,,,,,,,
ci,all,f04_f09,85,5.589,5.532,5.647,1,85,,,,,,,,,
ci,all,f04_f09,86,5.806,5.747,5.866,1,86,,,,,,,,,
ci,all,f04_f09,87,6.024,5.964,6.086,1,87,,,,,,,,,
ci,all,f04_f09,88,6.213,6.15,6.275,1,88,,,,,,,,,
ci,all,f04_f09,89,6.383,6.319,6.447,1,89,,,,,,,,,
ci,all,f04_f09,90,6.527,6.462,6.592,1,90,,,,,,,,,
ci,all,f04_f09,91,6.637,6.572,6.704,1,91,,,,,,,,,
ci,all,f04_f09,92,6.734,6.668,6.801,1,92,,,,,,,,,
ci,all,f04_f09,93,6.819,6.751,6.887,1,93,,,,,,,,,
ci,all,f04_f09,94,6.88,6.812,6.949,1,94,,,,,,,,,
ci,all,f04_f09,95,6.921,6.852,6.99,1,95,,,,,,,,,
ci,all,f04_f09,96,6.943,6.874,7.013,1,96,,,,,,,,,
ci,all,f04_f09,97,6.962,6.893,7.032,1,97,,,,,,,,,
ci,all,f04_f09,98,6.978,6.908,7.048,1,98,,,,,,,,,
ci,all,f04_f09,99,6.986,6.917,7.057,1,99,,,,,,,,,
ci,all,f04_f09,100,6.993,6.923,7.063,1,100,,,,,,,,,
ci,all,f1,5,0.001,0.001,0.003,2,5,,,,,,,,,
ci,all,f1,6,0.003,0.002,0.004,2,6,,,,,,,,,
ci,all,f1,7,0.005,0.003,0.007,2,7,,,,,,,,,
ci,all,f1,8,0.006,0.004,0.008,2,8,,,,,,,,,
ci,all,f1,9,0.007,0.005,0.009,2,9,,,,,,,,,
ci,all,f1,10,0.008,0.006,0.011,2,10,,,,,,,,,
ci,all,f1,11,0.014,0.012,0.017,2,11,,,,,,,,,
ci,all,f1,12,0.038,0.033,0.042,2,12,,,,,,,,,
ci,all,f1,13,0.164,0.155,0.174,2,13,,,,,,,,,
ci,all,f1,14,0.408,0.393,0.422,2,14,,,,,,,,,
ci,all,f1,15,0.701,0.682,0.72,2,15,,,,,,,,,
ci,all,f1,16,1.023,1,1.046,2,16,,,,,,,,,
ci,all,f1,17,1.339,1.313,1.365,2,17,,,,,,,,,
ci,all,f1,18,1.754,1.725,1.784,2,18,,,,,,,,,
ci,all,f1,19,2.147,2.115,2.18,2,19,,,,,,,,,
ci,all,f1,20,2.505,2.471,2.541,2,20,,,,,,,,,
ci,all,f1,21,2.81,2.773,2.847,2,21,,,,,,,,,
ci,all,f1,22,3.087,3.049,3.126,2,22,,,,,,,,,
ci,all,f1,23,3.331,3.291,3.371,2,23,,,,,,,,,
ci,all,f1,24,3.548,3.507,3.589,2,24,,,,,,,,,
ci,all,f1,25,3.745,3.703,3.788,2,25,,,,,,,,,
ci,all,f1,26,3.925,3.882,3.969,2,26,,,,,,,,,
ci,all,f1,27,4.093,4.049,4.137,2,27,,,,,,,,,
ci,all,f1,28,4.253,4.209,4.298,2,28,,,,,,,,,
ci,all,f1,29,4.407,4.362,4.453,2,29,,,,,,,,,
ci,all,f1,30,4.548,4.503,4.595,2,30,,,,,,,,,
ci,all,f1,31,4.693,4.647,4.74,2,31,,,,,,,,,
ci,all,f1,32,4.826,4.779,4.874,2,32,,,,,,,,,
ci,all,f1,33,4.963,4.915,5.011,2,33,,,,,,,,,
ci,all,f1,34,5.096,5.048,5.145,2,34,,,,,,,,,
ci,all,f1,35,5.236,5.187,5.285,2,35,,,,,,,,,
ci,all,f1,36,5.373,5.323,5.422,2,36,,,,,,,,,
ci,all,f1,37,5.517,5.467,5.567,2,37,,,,,,,,,
ci,all,f1,38,5.658,5.608,5.709,2,38,,,,,,,,,
ci,all,f1,39,5.804,5.753,5.856,2,39,,,,,,,,,
ci,all,f1,40,5.947,5.896,5.999,2,40,,,,,,,,,
ci,all,f1,41,6.094,6.041,6.146,2,41,,,,,,,,,
ci,all,f1,42,6.244,6.192,6.297,2,42,,,,,,,,,
ci,all,f1,43,6.405,6.352,6.459,2,43,,,,,,,,,
ci,all,f1,44,6.57,6.516,6.624,2,44,,,,,,,,,
ci,all,f1,45,6.739,6.685,6.794,2,45,,,,,,,,,
ci,all,f1,46,6.913,6.858,6.968,2,46,,,,,,,,,
ci,all,f1,47,7.092,7.036,7.148,2,47,,,,,,,,,
ci,all,f1,48,7.271,7.215,7.327,2,48,,,,,,,,,
ci,all,f1,49,7.44,7.384,7.497,2,49,,,,,,,,,
ci,all,f1,50,7.625,7.568,7.683,2,50,,,,,,,,,
ci,all,f1,51,7.805,7.748,7.863,2,51,,,,,,,,,
ci,all,f1,52,7.978,7.92,8.036,2,52,,,,,,,,,
ci,all,f1,53,8.147,8.089,8.206,2,53,,,,,,,,,
ci,all,f1,54,8.316,8.257,8.375,2,54,,,,,,,,,
ci,all,f1,55,8.494,8.435,8.553,2,55,,,,,,,,,
ci,all,f1,56,8.661,8.601,8.721,2,56,,,,,,,,,
ci,all,f1,57,8.825,8.766,8.886,2,57,,,,,,,,,
ci,all,f1,58,8.983,8.923,9.044,2,58,,,,,,,,,
ci,all,f1,59,9.144,9.083,9.205,2,59,,,,,,,,,
ci,all,f1,60,9.303,9.242,9.364,2,60,,,,,,,,,
ci,all,f1,61,9.458,9.396,9.52,2,61,,,,,,,,,
ci,all,f1,62,9.613,9.551,9.675,2,62,,,,,,,,,
ci,all,f1,63,9.767,9.704,9.829,2,63,,,,,,,,,
ci,all,f1,64,9.927,9.864,9.99,2,64,,,,,,,,,
ci,all,f1,65,10.077,10.014,10.141,2,65,,,,,,,,,
ci,all,f1,66,10.232,10.168,10.296,2,66,,,,,,,,,
ci,all,f1,67,10.371,10.307,10.435,2,67,,,,,,,,,
ci,all,f1,68,10.512,10.447,10.576,2,68,,,,,,,,,
ci,all,f1,69,10.638,10.573,10.703,2,69,,,,,,,,,
ci,all,f1,70,10.76,10.695,10.826,2,70,,,,,,,,,
ci,all,f1,71,10.878,10.812,10.943,2,71,,,,,,,,,
ci,all,f1,72,10.979,10.913,11.045,2,72,,,,,,,,,
ci,all,f1,73,11.073,11.007,11.139,2,73,,,,,,,,,
ci,all,f1,74,11.165,11.099,11.232,2,74,,,,,,,,,
ci,all,f1,75,11.251,11.185,11.318,2,75,,,,,,,,,
ci,all,f1,76,11.332,11.266,11.399,2,76,,,,,,,,,
ci,all,f1,77,11.407,11.34,11.474,2,77,,,,,,,,,
ci,all,f1,78,11.483,11.416,11.551,2,78,,,,,,,,,
ci,all,f1,79,11.558,11.49,11.625,2,79,,,,,,,,,
ci,all,f1,80,11.626,11.558,11.694,2,80,,,,,,,,,
ci,all,f1,81,11.687,11.619,11.755,2,81,,,,,,,,,
ci,all,f1,82,11.742,11.674,11.81,2,82,,,,,,,,,
ci,all,f1,83,11.795,11.727,11.864,2,83,,,,,,,,,
ci,all,f1,84,11.848,11.78,11.917,2,84,,,,,,,,,
ci,all,f1,85,11.895,11.827,11.964,2,85,,,,,,,,,
ci,all,f1,86,11.935,11.867,12.004,2,86,,,,,,,,,
ci,all,f1,87,11.976,11.907,12.045,2,87,,,,,,,,,
ci,all,f1,88,12.011,11.942,12.08,2,88,,,,,,,,,
ci,all,f1,89,12.045,11.976,12.114,2,89,,,,,,,,,
ci,all,f1,90,12.075,12.005,12.144,2,90,,,,,,,,,
ci,all,f1,91,12.099,12.03,12.169,2,91,,,,,,,,,
ci,all,f1,92,12.118,12.048,12.187,2,92,,,,,,,,,
ci,all,f1,93,12.132,12.062,12.202,2,93,,,,,,,,,
ci,all,f1,94,12.144,12.074,12.214,2,94,,,,,,,,,
ci,all,f1,95,12.15,12.081,12.22,2,95,,,,,,,,,
ci,all,f1,96,12.156,12.087,12.226,2,96,,,,,,,,,
ci,all,f1,97,12.159,12.089,12.229,2,97,,,,,,,,,
ci,all,f1,98,12.161,12.091,12.231,2,98,,,,,,,,,
ci,all,f1,99,12.163,12.093,12.233,2,99,,,,,,,,,
ci,all,f1,100,12.164,12.094,12.234,2,100,,,,,,,,,
ci,all,f1,5,0.002,0.001,0.004,1,5,,,,,,,,,
ci,all,f1,6,0.004,0.003,0.006,1,6,,,,,,,,,
ci,all,f1,7,0.007,0.006,0.01,1,7,,,,,,,,,
ci,all,f1,8,0.01,0.008,0.012,1,8,,,,,,,,,
ci,all,f1,9,0.013,0.011,0.016,1,9,,,,,,,,,
ci,all,f1,10,0.019,0.016,0.023,1,10,,,,,,,,,
ci,all,f1,11,0.034,0.03,0.039,1,11,,,,,,,,,
ci,all,f1,12,0.074,0.068,0.081,1,12,,,,,,,,,
ci,all,f1,13,0.196,0.187,0.207,1,13,,,,,,,,,
ci,all,f1,14,0.406,0.392,0.421,1,14,,,,,,,,,
ci,all,f1,15,0.703,0.685,0.722,1,15,,,,,,,,,
ci,all,f1,16,1.096,1.073,1.119,1,16,,,,,,,,,
ci,all,f1,17,1.529,1.502,1.557,1,17,,,,,,,,,
ci,all,f1,18,2.028,1.997,2.059,1,18,,,,,,,,,
ci,all,f1,19,2.53,2.496,2.564,1,19,,,,,,,,,
ci,all,f1,20,3.041,3.003,3.078,1,20,,,,,,,,,
ci,all,f1,21,3.519,3.479,3.559,1,21,,,,,,,,,
ci,all,f1,22,3.975,3.933,4.017,1,22,,,,,,,,,
ci,all,f1,23,4.405,4.36,4.449,1,23,,,,,,,,,
ci,all,f1,24,4.809,4.763,4.855,1,24,,,,,,,,,
ci,all,f1,25,5.191,5.143,5.239,1,25,,,,,,,,,
ci,all,f1,26,5.565,5.516,5.614,1,26,,,,,,,,,
ci,all,f1,27,5.923,5.873,5.974,1,27,,,,,,,,,
ci,all,f1,28,6.255,6.204,6.307,1,28,,,,,,,,,
ci,all,f1,29,6.579,6.526,6.632,1,29,,,,,,,,,
ci,all,f1,30,6.895,6.841,6.949,1,30,,,,,,,,,
ci,all,f1,31,7.202,7.147,7.258,1,31,,,,,,,,,
ci,all,f1,32,7.508,7.452,7.564,1,32,,,,,,,,,
ci,all,f1,33,7.804,7.747,7.861,1,33,,,,,,,,,
ci,all,f1,34,8.1,8.042,8.158,1,34,,,,,,,,,
ci,all,f1,35,8.4,8.341,8.459,1,35,,,,,,,,,
ci,all,f1,36,8.691,8.631,8.751,1,36,,,,,,,,,
ci,all,f1,37,8.994,8.934,9.055,1,37,,,,,,,,,
ci,all,f1,38,9.285,9.223,9.346,1,38,,,,,,,,,
ci,all,f1,39,9.583,9.521,9.645,1,39,,,,,,,,,
ci,all,f1,40,9.896,9.833,9.959,1,40,,,,,,,,,
ci,all,f1,41,10.211,10.147,10.275,1,41,,,,,,,,,
ci,all,f1,42,10.536,10.472,10.601,1,42,,,,,,,,,
ci,all,f1,43,10.863,10.797,10.928,1,43,,,,,,,,,
ci,all,f1,44,11.197,11.131,11.263,1,44,,,,,,,,,
ci,all,f1,45,11.534,11.467,11.601,1,45,,,,,,,,,
ci,all,f1,46,11.882,11.814,11.95,1,46,,,,,,,,,
ci,all,f1,47,12.238,12.17,12.306,1,47,,,,,,,,,
ci,all,f1,48,12.594,12.525,12.663,1,48,,,,,,,,,
ci,all,f1,49,12.952,12.882,13.022,1,49,,,,,,,,,
ci,all,f1,50,13.331,13.261,13.402,1,50,,,,,,,,,
ci,all,f1,51,13.704,13.633,13.775,1,51,,,,,,,,,
ci,all,f1,52,14.068,13.996,14.14,1,52,,,,,,,,,
ci,all,f1,53,14.433,14.361,14.506,1,53,,,,,,,,,
ci,all,f1,54,14.805,14.732,14.878,1,54,,,,,,,,,
ci,all,f1,55,15.161,15.087,15.234,1,55,,,,,,,,,
ci,all,f1,56,15.528,15.454,15.602,1,56,,,,,,,,,
ci,all,f1,57,15.897,15.823,15.972,1,57,,,,,,,,,
ci,all,f1,58,16.247,16.172,16.323,1,58,,,,,,,,,
ci,all,f1,59,16.601,16.525,16.677,1,59,,,,,,,,,
ci,all,f1,60,16.956,16.879,17.032,1,60,,,,,,,,,
ci,all,f1,61,17.285,17.208,17.362,1,61,,,,,,,,,
ci,all,f1,62,17.605,17.527,17.682,1,62,,,,,,,,,
ci,all,f1,63,17.948,17.87,18.026,1,63,,,,,,,,,
ci,all,f1,64,18.271,18.193,18.349,1,64,,,,,,,,,
ci,all,f1,65,18.597,18.518,18.676,1,65,,,,,,,,,
ci,all,f1,66,18.897,18.817,18.976,1,66,,,,,,,,,
ci,all,f1,67,19.191,19.111,19.271,1,67,,,,,,,,,
ci,all,f1,68,19.472,19.392,19.553,1,68,,,,,,,,,
ci,all,f1,69,19.729,19.648,19.81,1,69,,,,,,,,,
ci,all,f1,70,19.96,19.879,20.041,1,70,,,,,,,,,
ci,all,f1,71,20.178,20.097,20.26,1,71,,,,,,,,,
ci,all,f1,72,20.381,20.299,20.463,1,72,,,,,,,,,
ci,all,f1,73,20.568,20.485,20.65,1,73,,,,,,,,,
ci,all,f1,74,20.754,20.671,20.837,1,74,,,,,,,,,
ci,all,f1,75,20.915,20.832,20.998,1,75,,,,,,,,,
ci,all,f1,76,21.067,20.984,21.151,1,76,,,,,,,,,
ci,all,f1,77,21.211,21.127,21.295,1,77,,,,,,,,,
ci,all,f1,78,21.34,21.257,21.425,1,78,,,,,,,,,
ci,all,f1,79,21.46,21.376,21.544,1,79,,,,,,,,,
ci,all,f1,80,21.574,21.489,21.658,1,80,,,,,,,,,
ci,all,f1,81,21.667,21.582,21.752,1,81,,,,,,,,,
ci,all,f1,82,21.763,21.678,21.848,1,82,,,,,,,,,
ci,all,f1,83,21.835,21.75,21.921,1,83,,,,,,,,,
ci,all,f1,84,21.898,21.813,21.984,1,84,,,,,,,,,
ci,all,f1,85,21.956,21.87,22.042,1,85,,,,,,,,,
ci,all,f1,86,22.008,21.922,22.094,1,86,,,,,,,,,
ci,all,f1,87,22.041,21.955,22.127,1,87,,,,,,,,,
ci,all,f1,88,22.077,21.991,22.163,1,88,,,,,,,,,
ci,all,f1,89,22.108,22.022,22.194,1,89,,,,,,,,,
ci,all,f1,90,22.133,22.047,22.219,1,90,,,,,,,,,
ci,all,f1,91,22.15,22.064,22.237,1,91,,,,,,,,,
ci,all,f1,92,22.162,22.076,22.249,1,92,,,,,,,,,
ci,all,f1,93,22.172,22.086,22.259,1,93,,,,,,,,,
ci,all,f1,94,22.177,22.091,22.264,1,94,,,,,,,,,
ci,all,f1,95,22.18,22.094,22.267,1,95,,,,,,,,,
ci,all,f1,96,22.185,22.098,22.272,1,96,,,,,,,,,
ci,all,f1,97,22.187,22.101,22.274,1,97,,,,,,,,,
ci,all,f1,98,22.188,22.102,22.275,1,98,,,,,,,,,
ci,all,f1,99,22.191,22.104,22.278,1,99,,,,,,,,,
ci,all,f1,100,22.193,22.106,22.28,1,100,,,,,,,,,
ci,all,f2,5,0.001,0,0.002,2,5,,,,,,,,,
ci,all,f2,6,0.002,0.001,0.004,2,6,,,,,,,,,
ci,all,f2,7,0.005,0.003,0.006,2,7,,,,,,,,,
ci,all,f2,8,0.007,0.006,0.01,2,8,,,,,,,,,
ci,all,f2,9,0.011,0.009,0.014,2,9,,,,,,,,,
ci,all,f2,10,0.017,0.015,0.021,2,10,,,,,,,,,
ci,all,f2,11,0.026,0.022,0.03,2,11,,,,,,,,,
ci,all,f2,12,0.044,0.039,0.049,2,12,,,,,,,,,
ci,all,f2,13,0.084,0.078,0.091,2,13,,,,,,,,,
ci,all,f2,14,0.146,0.138,0.155,2,14,,,,,,,,,
ci,all,f2,15,0.237,0.226,0.249,2,15,,,,,,,,,
ci,all,f2,16,0.329,0.316,0.342,2,16,,,,,,,,,
ci,all,f2,17,0.43,0.415,0.445,2,17,,,,,,,,,
ci,all,f2,18,0.559,0.542,0.576,2,18,,,,,,,,,
ci,all,f2,19,0.68,0.662,0.699,2,19,,,,,,,,,
ci,all,f2,20,0.802,0.782,0.822,2,20,,,,,,,,,
ci,all,f2,21,0.907,0.886,0.929,2,21,,,,,,,,,
ci,all,f2,22,1.004,0.982,1.027,2,22,,,,,,,,,
ci,all,f2,23,1.104,1.081,1.127,2,23,,,,,,,,,
ci,all,f2,24,1.194,1.17,1.218,2,24,,,,,,,,,
ci,all,f2,25,1.29,1.265,1.315,2,25,,,,,,,,,
ci,all,f2,26,1.38,1.354,1.406,2,26,,,,,,,,,
ci,all,f2,27,1.467,1.441,1.494,2,27,,,,,,,,,
ci,all,f2,28,1.551,1.524,1.579,2,28,,,,,,,,,
ci,all,f2,29,1.628,1.601,1.657,2,29,,,,,,,,,
ci,all,f2,30,1.705,1.676,1.734,2,30,,,,,,,,,
ci,all,f2,31,1.786,1.757,1.816,2,31,,,,,,,,,
ci,all,f2,32,1.86,1.831,1.891,2,32,,,,,,,,,
ci,all,f2,33,1.933,1.903,1.964,2,33,,,,,,,,,
ci,all,f2,34,2.004,1.973,2.035,2,34,,,,,,,,,
ci,all,f2,35,2.073,2.042,2.104,2,35,,,,,,,,,
ci,all,f2,36,2.137,2.105,2.169,2,36,,,,,,,,,
ci,all,f2,37,2.199,2.167,2.231,2,37,,,,,,,,,
ci,all,f2,38,2.262,2.23,2.295,2,38,,,,,,,,,
ci,all,f2,39,2.325,2.292,2.359,2,39,,,,,,,,,
ci,all,f2,40,2.382,2.349,2.416,2,40,,,,,,,,,
ci,all,f2,41,2.442,2.409,2.476,2,41,,,,,,,,,
ci,all,f2,42,2.506,2.473,2.541,2,42,,,,,,,,,
ci,all,f2,43,2.565,2.531,2.6,2,43,,,,,,,,,
ci,all,f2,44,2.622,2.587,2.657,2,44,,,,,,,,,
ci,all,f2,45,2.685,2.65,2.721,2,45,,,,,,,,,
ci,all,f2,46,2.743,2.707,2.778,2,46,,,,,,,,,
ci,all,f2,47,2.803,2.767,2.839,2,47,,,,,,,,,
ci,all,f2,48,2.862,2.826,2.898,2,48,,,,,,,,,
ci,all,f2,49,2.921,2.885,2.958,2,49,,,,,,,,,
ci,all,f2,50,2.98,2.943,3.017,2,50,,,,,,,,,
ci,all,f2,51,3.039,3.003,3.077,2,51,,,,,,,,,
ci,all,f2,52,3.1,3.062,3.137,2,52,,,,,,,,,
ci,all,f2,53,3.159,3.121,3.197,2,53,,,,,,,,,
ci,all,f2,54,3.215,3.177,3.253,2,54,,,,,,,,,
ci,all,f2,55,3.268,3.23,3.307,2,55,,,,,,,,,
ci,all,f2,56,3.323,3.285,3.362,2,56,,,,,,,,,
ci,all,f2,57,3.378,3.339,3.417,2,57,,,,,,,,,
ci,all,f2,58,3.428,3.389,3.467,2,58,,,,,,,,,
ci,all,f2,59,3.479,3.44,3.518,2,59,,,,,,,,,
ci,all,f2,60,3.529,3.489,3.568,2,60,,,,,,,,,
ci,all,f2,61,3.58,3.541,3.62,2,61,,,,,,,,,
ci,all,f2,62,3.631,3.591,3.671,2,62,,,,,,,,,
ci,all,f2,63,3.685,3.645,3.725,2,63,,,,,,,,,
ci,all,f2,64,3.742,3.702,3.783,2,64,,,,,,,,,
ci,all,f2,65,3.798,3.758,3.839,2,65,,,,,,,,,
ci,all,f2,66,3.855,3.814,3.896,2,66,,,,,,,,,
ci,all,f2,67,3.914,3.873,3.955,2,67,,,,,,,,,
ci,all,f2,68,3.972,3.931,4.014,2,68,,,,,,,,,
ci,all,f2,69,4.031,3.989,4.073,2,69,,,,,,,,,
ci,all,f2,70,4.098,4.055,4.14,2,70,,,,,,,,,
ci,all,f2,71,4.17,4.128,4.213,2,71,,,,,,,,,
ci,all,f2,72,4.243,4.2,4.287,2,72,,,,,,,,,
ci,all,f2,73,4.317,4.274,4.361,2,73,,,,,,,,,
ci,all,f2,74,4.399,4.355,4.443,2,74,,,,,,,,,
ci,all,f2,75,4.488,4.444,4.533,2,75,,,,,,,,,
ci,all,f2,76,4.578,4.534,4.624,2,76,,,,,,,,,
ci,all,f2,77,4.67,4.625,4.716,2,77,,,,,,,,,
ci,all,f2,78,4.761,4.715,4.807,2,78,,,,,,,,,
ci,all,f2,79,4.852,4.805,4.898,2,79,,,,,,,,,
ci,all,f2,80,4.954,4.907,5.002,2,80,,,,,,,,,
ci,all,f2,81,5.052,5.005,5.1,2,81,,,,,,,,,
ci,all,f2,82,5.153,5.105,5.202,2,82,,,,,,,,,
ci,all,f2,83,5.255,5.206,5.304,2,83,,,,,,,,,
ci,all,f2,84,5.348,5.299,5.398,2,84,,,,,,,,,
ci,all,f2,85,5.442,5.392,5.492,2,85,,,,,,,,,
ci,all,f2,86,5.528,5.478,5.579,2,86,,,,,,,,,
ci,all,f2,87,5.612,5.561,5.663,2,87,,,,,,,,,
ci,all,f2,88,5.682,5.631,5.734,2,88,,,,,,,,,
ci,all,f2,89,5.751,5.699,5.803,2,89,,,,,,,,,
ci,all,f2,90,5.804,5.752,5.856,2,90,,,,,,,,,
ci,all,f2,91,5.852,5.8,5.905,2,91,,,,,,,,,
ci,all,f2,92,5.891,5.838,5.944,2,92,,,,,,,,,
ci,all,f2,93,5.921,5.868,5.974,2,93,,,,,,,,,
ci,all,f2,94,5.941,5.888,5.995,2,94,,,,,,,,,
ci,all,f2,95,5.958,5.905,6.012,2,95,,,,,,,,,
ci,all,f2,96,5.97,5.917,6.024,2,96,,,,,,,,,
ci,all,f2,97,5.977,5.923,6.031,2,97,,,,,,,,,
ci,all,f2,98,5.981,5.927,6.035,2,98,,,,,,,,,
ci,all,f2,99,5.983,5.93,6.037,2,99,,,,,,,,,
ci,all,f2,100,5.986,5.932,6.04,2,100,,,,,,,,,
ci,all,f2,5,0,0,0.001,1,5,,,,,,,,,
ci,all,f2,6,0.003,0.002,0.005,1,6,,,,,,,,,
ci,all,f2,7,0.007,0.006,0.01,1,7,,,,,,,,,
ci,all,f2,8,0.015,0.012,0.018,1,8,,,,,,,,,
ci,all,f2,9,0.028,0.024,0.032,1,9,,,,,,,,,
ci,all,f2,10,0.038,0.034,0.043,1,10,,,,,,,,,
ci,all,f2,11,0.052,0.047,0.058,1,11,,,,,,,,,
ci,all,f2,12,0.068,0.062,0.074,1,12,,,,,,,,,
ci,all,f2,13,0.091,0.084,0.098,1,13,,,,,,,,,
ci,all,f2,14,0.123,0.115,0.131,1,14,,,,,,,,,
ci,all,f2,15,0.178,0.169,0.188,1,15,,,,,,,,,
ci,all,f2,16,0.251,0.24,0.262,1,16,,,,,,,,,
ci,all,f2,17,0.353,0.34,0.366,1,17,,,,,,,,,
ci,all,f2,18,0.495,0.479,0.51,1,18,,,,,,,,,
ci,all,f2,19,0.66,0.643,0.678,1,19,,,,,,,,,
ci,all,f2,20,0.833,0.813,0.853,1,20,,,,,,,,,
ci,all,f2,21,1.012,0.991,1.034,1,21,,,,,,,,,
ci,all,f2,22,1.174,1.151,1.197,1,22,,,,,,,,,
ci,all,f2,23,1.345,1.32,1.37,1,23,,,,,,,,,
ci,all,f2,24,1.497,1.471,1.524,1,24,,,,,,,,,
ci,all,f2,25,1.645,1.618,1.673,1,25,,,,,,,,,
ci,all,f2,26,1.78,1.752,1.809,1,26,,,,,,,,,
ci,all,f2,27,1.91,1.881,1.94,1,27,,,,,,,,,
ci,all,f2,28,2.038,2.008,2.069,1,28,,,,,,,,,
ci,all,f2,29,2.161,2.13,2.193,1,29,,,,,,,,,
ci,all,f2,30,2.276,2.244,2.308,1,30,,,,,,,,,
ci,all,f2,31,2.378,2.345,2.41,1,31,,,,,,,,,
ci,all,f2,32,2.477,2.444,2.51,1,32,,,,,,,,,
ci,all,f2,33,2.573,2.539,2.607,1,33,,,,,,,,,
ci,all,f2,34,2.659,2.625,2.694,1,34,,,,,,,,,
ci,all,f2,35,2.745,2.71,2.78,1,35,,,,,,,,,
ci,all,f2,36,2.826,2.791,2.862,1,36,,,,,,,,,
ci,all,f2,37,2.906,2.871,2.942,1,37,,,,,,,,,
ci,all,f2,38,2.983,2.947,3.02,1,38,,,,,,,,,
ci,all,f2,39,3.052,3.016,3.089,1,39,,,,,,,,,
ci,all,f2,40,3.121,3.084,3.158,1,40,,,,,,,,,
ci,all,f2,41,3.187,3.15,3.224,1,41,,,,,,,,,
ci,all,f2,42,3.252,3.215,3.29,1,42,,,,,,,,,
ci,all,f2,43,3.319,3.282,3.358,1,43,,,,,,,,,
ci,all,f2,44,3.385,3.347,3.424,1,44,,,,,,,,,
ci,all,f2,45,3.443,3.405,3.482,1,45,,,,,,,,,
ci,all,f2,46,3.503,3.465,3.543,1,46,,,,,,,,,
ci,all,f2,47,3.562,3.523,3.602,1,47,,,,,,,,,
ci,all,f2,48,3.619,3.58,3.659,1,48,,,,,,,,,
ci,all,f2,49,3.674,3.635,3.714,1,49,,,,,,,,,
ci,all,f2,50,3.731,3.692,3.771,1,50,,,,,,,,,
ci,all,f2,51,3.783,3.743,3.823,1,51,,,,,,,,,
ci,all,f2,52,3.832,3.792,3.872,1,52,,,,,,,,,
ci,all,f2,53,3.881,3.84,3.922,1,53,,,,,,,,,
ci,all,f2,54,3.93,3.889,3.971,1,54,,,,,,,,,
ci,all,f2,55,3.978,3.937,4.019,1,55,,,,,,,,,
ci,all,f2,56,4.022,3.981,4.063,1,56,,,,,,,,,
ci,all,f2,57,4.067,4.026,4.109,1,57,,,,,,,,,
ci,all,f2,58,4.106,4.065,4.148,1,58,,,,,,,,,
ci,all,f2,59,4.147,4.105,4.189,1,59,,,,,,,,,
ci,all,f2,60,4.186,4.145,4.228,1,60,,,,,,,,,
ci,all,f2,61,4.225,4.183,4.267,1,61,,,,,,,,,
ci,all,f2,62,4.264,4.221,4.306,1,62,,,,,,,,,
ci,all,f2,63,4.3,4.258,4.343,1,63,,,,,,,,,
ci,all,f2,64,4.336,4.293,4.379,1,64,,,,,,,,,
ci,all,f2,65,4.371,4.329,4.414,1,65,,,,,,,,,
ci,all,f2,66,4.406,4.364,4.449,1,66,,,,,,,,,
ci,all,f2,67,4.442,4.399,4.485,1,67,,,,,,,,,
ci,all,f2,68,4.476,4.433,4.519,1,68,,,,,,,,,
ci,all,f2,69,4.508,4.465,4.551,1,69,,,,,,,,,
ci,all,f2,70,4.548,4.504,4.591,1,70,,,,,,,,,
ci,all,f2,71,4.586,4.542,4.63,1,71,,,,,,,,,
ci,all,f2,72,4.622,4.578,4.666,1,72,,,,,,,,,
ci,all,f2,73,4.663,4.619,4.708,1,73,,,,,,,,,
ci,all,f2,74,4.701,4.657,4.746,1,74,,,,,,,,,
ci,all,f2,75,4.741,4.696,4.786,1,75,,,,,,,,,
ci,all,f2,76,4.782,4.737,4.827,1,76,,,,,,,,,
ci,all,f2,77,4.821,4.776,4.866,1,77,,,,,,,,,
ci,all,f2,78,4.86,4.815,4.906,1,78,,,,,,,,,
ci,all,f2,79,4.899,4.853,4.945,1,79,,,,,,,,,
ci,all,f2,80,4.941,4.895,4.987,1,80,,,,,,,,,
ci,all,f2,81,4.978,4.932,5.024,1,81,,,,,,,,,
ci,all,f2,82,5.012,4.966,5.059,1,82,,,,,,,,,
ci,all,f2,83,5.05,5.003,5.097,1,83,,,,,,,,,
ci,all,f2,84,5.085,5.038,5.132,1,84,,,,,,,,,
ci,all,f2,85,5.116,5.069,5.164,1,85,,,,,,,,,
ci,all,f2,86,5.147,5.1,5.195,1,86,,,,,,,,,
ci,all,f2,87,5.171,5.123,5.219,1,87,,,,,,,,,
